tName	0	0	qName
chr20	1103749	1103749	236520_at
chr20	1071608	1071608	201052_s_at
chr20	1071629	1071629	201053_s_at
chr20	1096806	1096806	236012_at
chr20	1097283	1097283	235993_at
chr20	1100689	1100689	240943_at
chr20	1111165	1111165	219958_at
chr20	1134508	1134508	1556265_at
chr20	1134508	1134508	1556266_a_at
chr20	1198876	1198876	215917_at
chr20	1183018	1183018	234662_at
chr20	1216483	1216483	205104_at
chr20	1246484	1246484	233565_s_at
chr20	1261833	1261833	1559622_at
chr20	1264875	1264875	208145_at
chr20	1290748	1290748	233530_at
chr20	1309662	1309662	214119_s_at
chr20	1309671	1309671	200709_at
chr20	1311047	1311047	210186_s_at
chr20	1311047	1311047	210187_at
chr20	1301578	1301578	236669_at
chr20	1306409	1306409	239248_at
chr20	1383611	1383611	217830_s_at
chr20	1383810	1383810	220248_x_at
chr20	1372795	1372795	232519_at
chr20	1372795	1372795	232520_s_at
chr20	1383827	1383827	217831_s_at
chr20	1376316	1376316	236951_at
chr20	1411638	1411638	1559034_at
chr20	1471781	1471781	232891_at
chr20	1520098	1520098	206934_at
chr20	1520842	1520842	1554624_a_at
chr20	1532552	1532552	217240_at
chr20	1567927	1567927	220485_s_at
chr20	1567925	1567925	234742_at
chr20	1646001	1646001	217376_at
chr20	1739472	1739472	234400_at
chr20	1845980	1845980	202897_at
chr20	1845594	1845594	202896_s_at
chr20	1845384	1845384	202895_s_at
chr20	1826958	1826958	1558299_at
chr20	1915055	1915055	206803_at
chr20	2030447	2030447	240195_at
chr20	2068599	2068599	1553673_at
chr20	2054446	2054446	232006_at
chr20	2061740	2061740	1562505_at
chr20	2074888	2074888	225648_at
chr20	2074888	2074888	225649_s_at
chr20	2074914	2074914	1562254_at
chr20	2138870	2138870	236674_at
chr20	2247199	2247199	206004_at
chr20	2230148	2230148	1570596_at
chr20	2230148	2230148	1570597_at
chr20	2353583	2353583	233983_at
chr20	2394874	2394874	213175_s_at
chr20	2394879	2394879	208821_at
chr20	2411018	2411018	227986_at
chr20	2429441	2429441	207296_at
chr20	2517841	2517841	1553019_at
chr20	2584142	2584142	200874_s_at
chr20	2584262	2584262	200875_s_at
chr20	2589937	2589937	201509_at
chr20	2589937	2589937	210014_x_at
chr20	2589937	2589937	210418_s_at
chr20	2655130	2655130	233850_s_at
chr20	2625607	2625607	233032_x_at
chr20	2725997	2725997	227860_at
chr20	2744138	2744138	231360_at
chr20	2745391	2745391	1554041_at
chr20	2745391	2745391	1554042_s_at
chr20	2766638	2766638	225505_s_at
chr20	2765184	2765184	231965_at
chr20	2782530	2782530	215216_at
chr20	2782396	2782396	203459_s_at
chr20	2796179	2796179	240618_at
chr20	2884692	2884692	213795_s_at
chr20	2884692	2884692	213799_s_at
chr20	2905178	2905178	233783_at
chr20	2910390	2910390	233313_at
chr20	2967595	2967595	239419_at
chr20	2968852	2968852	233776_at
chr20	2973329	2973329	208519_x_at
chr20	2975788	2975788	225196_s_at
chr20	2975841	2975841	227118_s_at
chr20	3000713	3000713	207576_x_at
chr20	3012621	3012621	207848_at
chr20	3062371	3062371	204598_at
chr20	3063379	3063379	215544_s_at
chr20	3081840	3081840	219016_at
chr20	3094239	3094239	204447_at
chr20	3113348	3113348	1557667_at
chr20	3117663	3117663	235640_at
chr20	3126153	3126153	218159_at
chr20	3145297	3145297	209171_at
chr20	3161217	3161217	223748_at
chr20	3159719	3159719	233550_s_at
chr20	3178866	3178866	226607_at
chr20	3224249	3224249	225825_at
chr20	3234436	3234436	231948_s_at
chr20	3285455	3285455	244702_at
chr20	3472122	3472122	211852_s_at
chr20	3524317	3524317	212517_at
chr20	3589992	3589992	221199_at
chr20	3590300	3590300	234868_s_at
chr20	3600181	3600181	232570_s_at
chr20	3599502	3599502	233868_x_at
chr20	3616195	3616195	44673_at
chr20	3625696	3625696	219519_s_at
chr20	3675856	3675856	234610_at
chr20	3681337	3681337	229172_at
chr20	3689281	3689281	50314_i_at
chr20	3689275	3689275	218081_at
chr20	3708116	3708116	216119_s_at
chr20	3713813	3713813	212437_at
chr20	3729859	3729859	201853_s_at
chr20	3739040	3739040	1559252_a_at
chr20	3751578	3751578	219706_at
chr20	3786384	3786384	231829_at
chr20	3798709	3798709	226495_at
chr20	3802218	3802218	220305_at
chr20	3804534	3804534	229741_at
chr20	3816856	3816856	232775_at
chr20	3834993	3834993	218809_at
chr20	3827851	3827851	228965_s_at
chr20	3827851	3827851	228966_at
chr20	3838874	3838874	228735_s_at
chr20	3846747	3846747	235130_at
chr20	3846577	3846577	238856_s_at
chr20	3856478	3856478	226542_at
chr20	3858427	3858427	238548_at
chr20	3902008	3902008	204668_at
chr20	3902874	3902874	204669_s_at
chr20	3903203	3903203	210706_s_at
chr20	3934069	3934069	1562307_at
chr20	3939528	3939528	216179_x_at
chr20	3952813	3952813	212788_x_at
chr20	3988514	3988514	216479_at
chr20	4061234	4061234	1554219_at
chr20	4061234	4061234	1554220_a_at
chr20	4096937	4096937	210357_s_at
chr20	4096896	4096896	1555680_a_at
chr20	4113407	4113407	217074_at
chr20	4163585	4163585	210960_at
chr20	4163585	4163585	210961_s_at
chr20	4519792	4519792	234807_x_at
chr20	4558212	4558212	216342_x_at
chr20	4587059	4587059	1561234_at
chr20	4622676	4622676	201300_s_at
chr20	4628474	4628474	215707_s_at
chr20	4655124	4655124	222106_at
chr20	4653850	4653850	223813_at
chr20	4664620	4664620	233975_at
chr20	4729859	4729859	203185_at
chr20	4762148	4762148	243654_at
chr20	4840284	4840284	209236_at
chr20	4841652	4841652	209237_s_at
chr20	4842516	4842516	211572_s_at
chr20	4848897	4848897	1554692_at
chr20	4942276	4942276	216553_x_at
chr20	5035109	5035109	224584_at
chr20	5035543	5035543	220477_s_at
chr20	5046082	5046082	201202_at
chr20	5087736	5087736	212862_at
chr20	5087736	5087736	212864_at
chr20	5115230	5115230	233630_at
