tName	0	0	qName
chr6	22038897	22038897	229280_s_at
chr6	22255011	22255011	241670_x_at
chr6	22255011	22255011	241671_x_at
chr6	22294756	22294756	236815_at
chr6	22329794	22329794	233481_at
chr6	22400328	22400328	205445_at
chr6	22678828	22678828	232680_at
chr6	23517700	23517700	237898_at
chr6	24255329	24255329	239293_at
chr6	24372040	24372040	222925_at
chr6	24372040	24372040	222926_at
chr6	24370593	24370593	232850_at
chr6	24465800	24465800	224157_at
chr6	24522473	24522473	218536_at
chr6	24521814	24521814	218538_s_at
chr6	24519316	24519316	224101_x_at
chr6	24521525	24521525	228542_at
chr6	24517366	24517366	227789_at
chr6	24528416	24528416	244844_at
chr6	24534289	24534289	238752_at
chr6	24567050	24567050	206264_at
chr6	24567327	24567327	206265_s_at
chr6	24567327	24567327	206266_at
chr6	24582865	24582865	215554_at
chr6	24593887	24593887	217405_x_at
chr6	24624200	24624200	203608_at
chr6	24623023	24623023	203609_s_at
chr6	24703336	24703336	206017_at
chr6	24766634	24766634	202266_at
chr6	24792598	24792598	204565_at
chr6	24809564	24809564	1560071_a_at
chr6	24820255	24820255	208809_s_at
chr6	24818242	24818242	222309_at
chr6	24827063	24827063	213872_at
chr6	24827063	24827063	213875_x_at
chr6	24889867	24889867	218350_s_at
chr6	24965832	24965832	209829_at
chr6	24966515	24966515	206707_x_at
chr6	25217766	25217766	205518_s_at
chr6	25218038	25218038	210571_s_at
chr6	25215437	25215437	229604_at
chr6	25240792	25240792	1554862_at
chr6	25361365	25361365	1557898_at
chr6	25369686	25369686	217340_at
chr6	25381181	25381181	217322_x_at
chr6	25474043	25474043	1562939_at
chr6	25644520	25644520	1558931_at
chr6	25688494	25688494	219573_at
chr6	25713868	25713868	220913_at
chr6	25728339	25728339	230793_at
chr6	25785220	25785220	205697_at
chr6	25835282	25835282	241519_at
chr6	25875681	25875681	207051_at
chr6	25876329	25876329	1565923_at
chr6	25876329	25876329	1565924_a_at
chr6	25876329	25876329	1565925_at
chr6	25915035	25915035	206872_at
chr6	25899344	25899344	242536_at
chr6	25924369	25924369	237049_at
chr6	25971899	25971899	207298_at
chr6	26029889	26029889	207097_s_at
chr6	26082261	26082261	203567_s_at
chr6	26082261	26082261	203610_s_at
chr6	26084029	26084029	203568_s_at
chr6	26094218	26094218	235084_x_at
chr6	26099389	26099389	238972_at
chr6	26125615	26125615	208484_at
chr6	26128901	26128901	208575_at
chr6	26130041	26130041	208046_at
chr6	26135248	26135248	214516_at
chr6	26140061	26140061	208576_s_at
chr6	26141578	26141578	208569_at
chr6	26151673	26151673	208547_at
chr6	26152386	26152386	234960_at
chr6	26153822	26153822	208577_at
chr6	26164291	26164291	209398_at
chr6	26200231	26200231	206087_x_at
chr6	26199031	26199031	1553402_a_at
chr6	26200160	26200160	211328_x_at
chr6	26199474	26199474	211330_s_at
chr6	26200160	26200160	211331_x_at
chr6	26199033	26199033	211327_x_at
chr6	26199034	26199034	211326_x_at
chr6	26199024	26199024	211863_x_at
chr6	26199024	26199024	211866_x_at
chr6	26199324	26199324	214647_s_at
chr6	26199100	26199100	206086_x_at
chr6	26200338	26200338	211329_x_at
chr6	26202048	26202048	211332_x_at
chr6	26202049	26202049	210864_x_at
chr6	26204057	26204057	235754_at
chr6	26212295	26212295	205967_at
chr6	26215948	26215948	207982_at
chr6	26215980	26215980	1553568_a_at
chr6	26222351	26222351	236193_at
chr6	26227609	26227609	214455_at
chr6	26239851	26239851	215071_s_at
chr6	26264927	26264927	208553_at
chr6	26272953	26272953	209911_x_at
chr6	26266602	26266602	222067_x_at
chr6	26282543	26282543	235681_at
chr6	26283112	26283112	235456_at
chr6	26292192	26292192	208527_x_at
chr6	26297228	26297228	208076_at
chr6	26303605	26303605	239669_at
chr6	26306046	26306046	214472_at
chr6	26306379	26306379	214522_x_at
chr6	26307955	26307955	208490_x_at
chr6	26312939	26312939	206951_at
chr6	26324121	26324121	210387_at
chr6	26324645	26324645	215779_s_at
chr6	26325406	26325406	214469_at
chr6	26333862	26333862	214616_at
chr6	26335268	26335268	236278_at
chr6	26342790	26342790	214537_at
chr6	26348790	26348790	208026_at
chr6	26355035	26355035	208551_at
chr6	26358606	26358606	208506_at
chr6	26360047	26360047	208546_x_at
chr6	26379385	26379385	208496_x_at
chr6	26380651	26380651	223932_at
chr6	26380573	26380573	216585_at
chr6	26381372	26381372	208523_x_at
chr6	26391536	26391536	232035_at
chr6	26393564	26393564	208180_s_at
chr6	26393564	26393564	208181_at
chr6	26478870	26478870	209846_s_at
chr6	26485474	26485474	212613_at
chr6	26497206	26497206	205298_s_at
chr6	26497206	26497206	205299_s_at
chr6	26499151	26499151	1564684_at
chr6	26516964	26516964	209770_at
chr6	26515765	26515765	207485_x_at
chr6	26535073	26535073	208585_at
chr6	26555188	26555188	204820_s_at
chr6	26555188	26555188	204821_at
chr6	26555190	26555190	38241_at
chr6	26572011	26572011	211256_x_at
chr6	26572012	26572012	203944_x_at
chr6	26571994	26571994	215493_x_at
chr6	26585433	26585433	1562388_at
chr6	26582489	26582489	244063_at
chr6	26601573	26601573	207395_at
chr6	26633227	26633227	1557167_at
chr6	26633227	26633227	1557169_x_at
chr6	26650875	26650875	209786_at
chr6	26650875	26650875	209787_s_at
chr6	26653718	26653718	202579_x_at
chr6	26706174	26706174	218405_at
chr6	26713268	26713268	1556500_a_at
chr6	26742825	26742825	227980_at
chr6	26745611	26745611	219376_at
chr6	26788841	26788841	236353_at
chr6	26795792	26795792	230187_s_at
chr6	26944998	26944998	232207_at
chr6	26977745	26977745	1555568_at
chr6	27066241	27066241	1568854_at
chr6	27037920	27037920	234827_at
chr6	27205293	27205293	214502_at
chr6	27209924	27209924	207156_at
chr6	27215552	27215552	214634_at
chr6	27222381	27222381	209806_at
chr6	27287321	27287321	217379_at
chr6	27327850	27327850	208165_s_at
chr6	27386395	27386395	216582_at
chr6	27401138	27401138	224289_s_at
chr6	27439786	27439786	214823_at
chr6	27461879	27461879	1562446_at
chr6	27464503	27464503	1561116_at
chr6	27465598	27465598	1558658_at
chr6	27476280	27476280	215523_at
